App bundle	App name	Screen id	Question	Answer	Answer Type
com.spotify.client	Spotify	1707229765	What is typed in the searchbar on the screen?	dakh 	string
com.spotify.client	Spotify	1707229765	What is the name of the first song in search results?	Rozy	string
com.spotify.client	Spotify	1707229819	How many songs are in the 'Ogre Vibes > Bad Vibes' playlist are VISIBLE on the screen?	6	number
com.spotify.client	Spotify	1707229819	What is the name of the third song in the playlist?	I'm A believer	string
com.spotify.client	Spotify	1707229950	Are there any devices found except current one? 	No	yes/no
com.spotify.client	Spotify	1707229765	How many songs are listed under the 'Songs' section?	4	number
com.spotify.client	Spotify	1707229950	What is the name of the name of the second queued song, after the one playing now?	Shit	string
com.spotify.client	Spotify	1707229751	What is the name of the first listed podcast?	AI HOUSE Podcast	string
com.spotify.client	Spotify	1707229717	What is the duration of the last listed song in the album?	04:16	string
com.spotify.client	Spotify	1707229717	What is the title of the album displayed on the screen?	Ð—ÐµÐ»ÐµÐ½Ð¸Ð¹	string
com.spotify.client	Spotify	1707229717	How many songs are listed in the album on the screen?	4	number
com.apple.stocks	Stocks	1707170751	How many stock items are displayed in the sidebar?	8	number
com.apple.stocks	Stocks	1707170751	According to the screen, what is the price for Apple Inc. stock?	187,68	number
com.apple.stocks	Stocks	1707170763	Where to click see more finance data from Yahoo?	[(714, 1088), (1168, 1120)]	coordinates
com.apple.stocks	Stocks	1707170751	According to the screen, has the S&P 500 stock price grown?	No	yes/no
com.apple.stocks	Stocks	1707170763	What is typed into the search bar?	apple	string
com.apple.stocks	Stocks	1707170763	How many buttons are there in the top right panel?	2	number
com.leomehlig.today-setapp	Structured	1707168465	Is it possible to dictate your plans using natural language?	Yes	yes/no
com.leomehlig.today-setapp	Structured	1707167985	How many radio buttons are on the screen?	2	number
com.leomehlig.today-setapp	Structured	1707168145	Is it 'OpenDyslexic' font option selected on screen?	No	yes/no
com.leomehlig.today-setapp	Structured	1707168054	Are notifications and alerts turned on?	No	yes/no
com.leomehlig.today-setapp	Structured	1707168054	How many setting items are listed on the screen?	8	number
com.leomehlig.today-setapp	Structured	1707168098	How many buttons are in the app color panel?	5	number
com.leomehlig.today-setapp	Structured	1707168098	What is the title of the window on the screen?	Appearance	string
com.leomehlig.today-setapp	Structured	1707168465	What is the name of the first task suggested by assistant?	Wake Up	string
com.leomehlig.today-setapp	Structured	1707168098	Is the window on the screen scrollable?	Yes	yes/no
com.leomehlig.today-setapp	Structured	1707168465	"Is the ""Structured Assistant"" labeled to be in its beta version?"	Yes	yes/no
com.leomehlig.today-setapp	Structured	1707167985	How many buttons are in the right bottom corner of the screen?	1	number
com.leomehlig.today-setapp	Structured	1707168145	Which background color option currently selected?	System	string
com.leomehlig.today-setapp	Structured	1707168054	Is this screen scrollable?	Yes	yes/no
com.leomehlig.today-setapp	Structured	1707168145	How many layout options are available for customization?	3	number
com.leomehlig.today-setapp	Structured	1707167985	What is the title of the last task in the day on the screen?	Sleep well!	string
com.mentalfaculty.studies-setapp	Studies	1707242806	What is the title of the current app?	Studies	string
com.mentalfaculty.studies-setapp	Studies	1707242755	How many images are on the screen?	1	number
com.mentalfaculty.studies-setapp	Studies	1707242806	How many buttons are on the bottom panel?	5	number
com.mentalfaculty.studies-setapp	Studies	1707242806	How many buttons are on the top panel?	7	number
com.mentalfaculty.studies-setapp	Studies	1707242649	Is the searchbar currently selected?	No	yes/no
com.mentalfaculty.studies-setapp	Studies	1707242755	Is there a checkbox on the screen?	No	yes/no
com.mentalfaculty.studies-setapp	Studies	1707242688	Where to click to see flagged notes?	[(84, 278), (258, 310)]	coordinates
com.mentalfaculty.studies-setapp	Studies	1707242688	How many sections are there in the sidebar menu?	3	number
com.mentalfaculty.studies-setapp	Studies	1707242688	"How many items are in the ""Recent"" sections in the sidebar?"	4	number
com.mentalfaculty.studies-setapp	Studies	1707242649	What text is displayed on the main window?	No Stack Selected	string
com.mentalfaculty.studies-setapp	Studies	1707242755	I want to create new stack, where should I click?	[(578, 0), (718, 104)]	coordinates
com.mentalfaculty.studies-setapp	Studies	1707242649	How many buttons are there in the sidebar menu?	9	number
co.highlyopinionated.swish-setapp	Swish	1707243059	"I want to disable ""Drag to Unsnap"" option, where should I click?"	[(538, 402), (574, 438)]	coordinates
co.highlyopinionated.swish-setapp	Swish	1707243052	How many general modifiers are listed?	6	number
co.highlyopinionated.swish-setapp	Swish	1707243052	What is the name of the last listed modifier?	Spaces	string
co.highlyopinionated.swish-setapp	Swish	1707243052	"Is a ""Mission Control"" option selected?"	Yes	yes/no
co.highlyopinionated.swish-setapp	Swish	1707243081	"Where should I click to navigate to the ""Snapping"" tab?"	[(32, 248), (268, 320)]	coordinates
co.highlyopinionated.swish-setapp	Swish	1707243059	What is the selected tab name?	Snapping	string
co.highlyopinionated.swish-setapp	Swish	1707243059	How many checkboxes are on the screen?	4	number
co.highlyopinionated.swish-setapp	Swish	1707243095	How many libraries under MIT license are listed?	9	number
co.highlyopinionated.swish-setapp	Swish	1707243095	What is the version number of the application displayed on the screen?	1.10.3	string
co.highlyopinionated.swish-setapp	Swish	1707243095	What is the provided website name for the app?	highlyopinionated.co/swish	string
co.highlyopinionated.swish-setapp	Swish	1707243081	"Is the a ""Save"" button on the screen?"	No	yes/no
co.highlyopinionated.swish-setapp	Swish	1707243088	Is the 'Active Event Listener' option turned on?	Yes	yes/no
co.highlyopinionated.swish-setapp	Swish	1707243088	What sidebar item is currently selected?	Advanced	string
co.highlyopinionated.swish-setapp	Swish	1707243044	How many checkboxes on the screen?	4	number
co.highlyopinionated.swish-setapp	Swish	1707243081	How many functions are listed in the Menubar section?	5	number
co.highlyopinionated.swish-setapp	Swish	1707243044	Is 'Launch at Login' currently enabled?	No	yes/no
co.highlyopinionated.swish-setapp	Swish	1707243044	What sidebar item is currently selected?	General	string
co.highlyopinionated.swish-setapp	Swish	1707243088	Where should I click to quit the application?	[(1448, 0), (1544, 104)]	coordinates
com.hogbaysoftware.TaskPaper3-setapp	TaskPaper	1707213215	How many projects are listed in the sidebar under 'Projects'?	4	number
com.hogbaysoftware.TaskPaper3-setapp	TaskPaper	1707213215	How many tags are listed in the sidebar?	4	number
com.hogbaysoftware.TaskPaper3-setapp	TaskPaper	1707213215	What is the title of the document in the main window?	Untitled	string
com.unmarked.textsoap-setapp	TextSoap	1707237535	What's the name of the current screen?	Clipboard Workspace	string
com.unmarked.textsoap-setapp	TextSoap	1707237615	Is the searchbar currently selected?	Yes	yes/no
com.unmarked.textsoap-setapp	TextSoap	1707237624	How many checkboxes are there on the screen?	1	number
com.unmarked.textsoap-setapp	TextSoap	1707237615	"How many cards are displayed on the ""Start"" view?"	3	number
com.unmarked.textsoap-setapp	TextSoap	1707237535	How many toolbar buttons are in the top panel?	6	number
com.unmarked.textsoap-setapp	TextSoap	1707237615	How many buttons are there in the bottom of the sidebar?	4	number
com.unmarked.textsoap-setapp	TextSoap	1707237535	Where to click to select the 'Copy All' tool?	[(1592, 0), (1706, 104)]	coordinates
com.unmarked.textsoap-setapp	TextSoap	1707237624	What is name of current selected sidebar tab?	Import	string
com.unmarked.textsoap-setapp	TextSoap	1707237624	"How many buttons are there in the sidebar menu in the ""Library"" section?"	4	number
com.dejal.timeout-setapp	TimeOut	1707213722	How many checkboxes are on the screen?	8	number
com.dejal.timeout-setapp	TimeOut	1707213670	I want to proceed further, where to click?	[(1024, 1062), (1202, 1126)]	coordinates
com.dejal.timeout-setapp	TimeOut	1707213714	"What value is typed into the ""Name"" input field?"	Normal	string
com.dejal.timeout-setapp	TimeOut	1707213722	Is the 'Show button to end early' option enabled?	No	yes/no
com.dejal.timeout-setapp	TimeOut	1707213722	What is the opacity percentage set for the Background color?	75	number
com.dejal.timeout-setapp	TimeOut	1707213714	How many button options are provided on the top panel to configure?	4	number
com.dejal.timeout-setapp	TimeOut	1707213714	How many checkboxes are on the screen?	1	number
com.dejal.timeout-setapp	TimeOut	1707213746	"Is there a ""Save"" button on the screen?"	No	yes/no
com.dejal.timeout-setapp	TimeOut	1707213746	What is the name of the selected sidebar tab?	Updates	string
com.dejal.timeout-setapp	TimeOut	1707213732	How many items are listed in the sidebar under the Options section?	5	number
com.dejal.timeout-setapp	TimeOut	1707213670	How many input fiields are there on the screen?	4	number
com.dejal.timeout-setapp	TimeOut	1707213682	How many buttons are on the screen?	2	number
com.dejal.timeout-setapp	TimeOut	1707213682	Is there an app icon displayed on the screen?	Yes	yes/no
com.dejal.timeout-setapp	TimeOut	1707213746	How many version updates descriptions are displayed on the?	3	number
com.dejal.timeout-setapp	TimeOut	1707213757	Is the 'Hide the Pause function' option enabled?	No	yes/no
com.dejal.timeout-setapp	TimeOut	1707213757	What sidebar tab is currently selected?	Advanced	string
com.dejal.timeout-setapp	TimeOut	1707213757	How many checkboxes are there on the screen?	8	number
com.dejal.timeout-setapp	TimeOut	1707213732	Is there a seach bar on the screen?	No	yes/no
com.dejal.timeout-setapp	TimeOut	1707213670	What is the value selected for the normal break to last, in minutes?	10	number
com.dejal.timeout-setapp	TimeOut	1707213732	How many shortcuts are listed?	10	number
com.dejal.timeout-setapp	TimeOut	1707213682	How many steps are listed in the instructions on the screen?	6	number
com.catforce.timemator-setapp	Timemator	1707239617	How many period options are displayed in the top panel?	5	number
com.catforce.timemator-setapp	Timemator	1707239617	"Which day of the week for task ""First Task"" running?"	Tuesday	string
com.catforce.timemator-setapp	Timemator	1707239617	How many tasks total are listed?	1	number
com.catforce.timemator-setapp	Timemator	1707239607	How many tabs are there in the sidebar menu?	3	number
com.catforce.timemator-setapp	Timemator	1707239636	How many buttons are there in the top right panel?	2	number
com.catforce.timemator-setapp	Timemator	1707239636	What is the name of the current selected tab?	Tracking	string
com.catforce.timemator-setapp	Timemator	1707239594	How many seconds has the stopwatch been running?	8	number
com.catforce.timemator-setapp	Timemator	1707239594	Which sidebar tab is currently selected?	Tracking	string
com.catforce.timemator-setapp	Timemator	1707239594	What is the name of the current task running?	First Task	string
com.catforce.timemator-setapp	Timemator	1707239548	How many buttons are there on the screen?	1	number
com.catforce.timemator-setapp	Timemator	1707239548	What is the title of the app?	Timemator	string
com.catforce.timemator-setapp	Timemator	1707239548	Is current screen an onboarding screen?	Yes	yes/no
com.catforce.timemator-setapp	Timemator	1707239636	I want to create new time entry, where should I click?	[(1322, 510), (1848, 556)]	coordinates
com.catforce.timemator-setapp	Timemator	1707239607	I want to navigate to the repots tab, where should I click?	[(20, 248), (324, 320)]	coordinates
com.catforce.timemator-setapp	Timemator	1707239607	According to the screen, which year is the timeline presented for?	2024	number
info.eurocomp.Timing-setapp	Timing	1707212916	"Is there a ""Quit"" button on the screen?"	No	yes/no
info.eurocomp.Timing-setapp	Timing	1707212935	Where to click to proceed to the next screen?	[(978, 1212), (1100, 1292)]	coordinates
info.eurocomp.Timing-setapp	Timing	1707212935	How many examples are listed under 'Categorize your activities'?	3	number
info.eurocomp.Timing-setapp	Timing	1707212935	What is the title of this screen?	Get a complete picture of your time.	string
info.eurocomp.Timing-setapp	Timing	1707212916	How many images are on the screen?	1	number
info.eurocomp.Timing-setapp	Timing	1707212916	Is there a search bar on the screen?	No	yes/no
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229429	What is the name of the current photo opened?	547875140019.jpg	string
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229429	What is the current opacoty percentage selected?	80	number
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229389	Where should I click to use the 'Object Removal' tool?	[(1216, 44), (1356, 140)]	coordinates
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229389	Where is the 'Export' button located on the screen?	[(2860, 44), (3000, 140)]	coordinates
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229429	I want to see the history of changes, where should I click?	[(2720, 44), (2860, 140)]	coordinates
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229257	How many toolbar buttons are on the screen?	12	number
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229257	What is the name of the app on the screen?	TouchRetouch	string
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229257	Is there a photo opened on the screen?	No	yes/no
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229439	What is the name of the currently selected tool?	crop	string
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229439	Where should I click to use the 'Clone Stamp' tool?	[(1642, 44), (1782, 140)]	coordinates
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229389	What is the size of the brush for editing?	25	number
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229439	What is the Ratio option selected for the crop?	Free	string
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229362	How many sliders are listed on the screen?	9	number
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229362	How many sliders sections are in the right sidebar?	3	number
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229362	What percentage is the image zoomed to as displayed on the screen?	126	number
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229422	How many line thickness option buttons are on the screen?	3	number
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229422	Is there a search bar on the screen?	No	yes/no
com.advasoft.touchretouchmacadva-setapp	TouchRetouch	1707229422	What is the current zoom percentage displayed on the screen?	64	number
com.criminalbird.typeface-setapp	TypeFace	1707237843	How many checkboxes are there on the screen?	0	number
com.criminalbird.typeface-setapp	TypeFace	1707237809	Is there a search bar on the screen?	Yes	yes/no
com.criminalbird.typeface-setapp	TypeFace	1707237843	I want to navigate to the system tab, where should I click?	[(20, 208), (298, 264)]	coordinates
com.criminalbird.typeface-setapp	TypeFace	1707237857	How many font options are displayed on the screen?	5	number
com.criminalbird.typeface-setapp	TypeFace	1707237809	How many font styles (along with names) are displayed on the screen?	15	number
com.criminalbird.typeface-setapp	TypeFace	1707237809	Is there a slider in the top panel of the screen?	Yes	yes/no
com.criminalbird.typeface-setapp	TypeFace	1707237893	How many sections with tabs are there in sidebar menu?	3	number
com.criminalbird.typeface-setapp	TypeFace	1707237843	What is typed in the searchbar on the screen?	IASA Champ' 2024	string
com.criminalbird.typeface-setapp	TypeFace	1707237893	Is the searchbar currently selected?	Yes	yes/no
com.criminalbird.typeface-setapp	TypeFace	1707237893	What is the name of the current collection window?	quick-collection	string
com.criminalbird.typeface-setapp	TypeFace	1707237857	What is the current value for the slider in the top of the screen?	44	number
com.criminalbird.typeface-setapp	TypeFace	1707237857	How many seach fields are there on the screen?	1	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209966	How many buttons are there above the text input field?	4	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209853	Is the character selected to be pinned for the main page?	No	yes/no
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209853	How many text fields are proposed to fill?	4	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209853	How many buttons are available on the screen?	2	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707210002	"Is the selected theme ""Dark""?"	No	yes/no
com.devuap.Typing-Mind-setapp	Typing-Mind	1707210002	On the visible screen, how many toggle buttons are there?	5	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707210002	On the visible screen, how many toggle buttons are turned on?	4	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209909	Is there a Claude API Key input section?	No	yes/no
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209909	Is this a menu to save API Keys?	Yes	yes/no
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209909	"How many ""Save"" buttons are on the screen?"	3	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707210015	Is there a shortcut to quit the application?	No	yes/no
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209993	Is there a searchbar on the screen?	No	yes/no
com.devuap.Typing-Mind-setapp	Typing-Mind	1707210015	How many saved chats do I have?	5	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209966	What the name of the selected model?	Setapp GPT-3.5	string
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209966	How many messages are in the current chat?	2	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209926	Is there a delete option for provided templates?	No	yes/no
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209993	What is the name of the button in the bottom of the window?	Save	string
com.devuap.Typing-Mind-setapp	Typing-Mind	1707210015	How many shortucts are suggested for the app?	8	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209895	How many buttons are available on the screen?	1	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209895	How many Setapp models are available?	2	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209895	Is there a search field on the screen?	No	yes/no
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209926	What the name of the third proposed template?	Act as a Job Interviewer	string
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209926	How many my own prompts I have?	0	number
com.devuap.Typing-Mind-setapp	Typing-Mind	1707209993	How many text fields are proposed to fill?	2	number
com.soulmen.ulysses-setapp	Ulysses	1707171227	How many sections are there in the left sidebar menu?	4	number
com.soulmen.ulysses-setapp	Ulysses	1707171227	What is the title of the note on the screen?	A Voyage to Lilliput	string
com.soulmen.ulysses-setapp	Ulysses	1707171227	How many words are in the document currently open?	835	number
com.microsoft.VSCode	VSCode	1707226855	How many buttons are there in the top right panel?	4	number
com.microsoft.VSCode	VSCode	1707226855	Is there a searchbar on the screen?	Yes	yes/no
com.microsoft.VSCode	VSCode	1707226873	What is the shortut to open recent contents?	âŒƒR	string
com.microsoft.VSCode	VSCode	1707226897	How many recommended extensions are displayed?	2	number
com.microsoft.VSCode	VSCode	1707226873	Is there an input typed into the search bar?	No	yes/no
com.microsoft.VSCode	VSCode	1707226803	How many recent projects are listed in the 'Recent' section?	5	number
com.microsoft.VSCode	VSCode	1707226948	"How many items are listed in the side panel under the ""Text Editor"" Section?"	8	number
com.microsoft.VSCode	VSCode	1707226948	"What value is chosen for the ""Accessibility Page Size""?"	10	number
com.microsoft.VSCode	VSCode	1707226971	How empty checkboxes are there on the screen?	2	number
com.microsoft.VSCode	VSCode	1707226971	Is the 'Auto Detect Color Scheme' option enabled?	Yes	yes/no
com.microsoft.VSCode	VSCode	1707226971	How many checkboxes are there on the screen?	5	number
com.microsoft.VSCode	VSCode	1707226897	How many extensions are listed as installed?	6	number
com.microsoft.VSCode	VSCode	1707226803	"What many items are listed in ""Walkthroughs"" section? "	3	number
com.microsoft.VSCode	VSCode	1707226873	Can you create a new FILE on this page?	Yes	yes/no
com.microsoft.VSCode	VSCode	1707227004	What is the name of the sidebar tab that is currently selected?	Extensions	string
com.microsoft.VSCode	VSCode	1707226803	Where should I click to clone git repository?	[(272, 666), (598, 712)]	coordinates
com.microsoft.VSCode	VSCode	1707226920	Is the search bar currently selected?	No	yes/no
com.microsoft.VSCode	VSCode	1707226920	What is the current setting for 'Files: Auto Save'?	off	string
com.microsoft.VSCode	VSCode	1707226920	How many buttons are there on the sidebar panel?	7	number
com.microsoft.VSCode	VSCode	1707227004	Where should I click to edit advanced Copylot settings?	[(728, 876), (966, 906)]	coordinates
com.microsoft.VSCode	VSCode	1707226897	Where should I click to search for new extensions in the Marketplace?	[(150, 158), (1414, 196)]	coordinates
com.microsoft.VSCode	VSCode	1707226855	I want to open a folder, where should I click?	[(136, 316), (596, 374)]	coordinates
com.microsoft.VSCode	VSCode	1707226948	Where to click to look for specific settings?	[(158, 176), (1880, 214)]	coordinates
com.microsoft.VSCode	VSCode	1707227004	How many checkboxes are on the screen?	2	number
com.apple.weather	Weather	1707084038	Is there a search bar on the screen?	Yes	yes/no
com.apple.weather	Weather	1707084038	How many locations are listed in the sidebar menu?	7	number
com.apple.weather	Weather	1707084038	What is the wind speed in the displayed city (in MPH)?	21	string
com.apple.weather	Weather	1707083741	How many checkboxes are on the screen?	0	number
com.apple.weather	Weather	1707083741	What is the temperature for 'My Location' in celsius?	9	number
com.apple.weather	Weather	1707083741	Is the search bar currently selected?	Yes	yes/no
org.zotero.zotero	Zotero	1707127355	How many vertical view sections are presented on this screen?	3	number
org.zotero.zotero	Zotero	1707127355	How many seach bars are on the screen?	2	number
org.zotero.zotero	Zotero	1707127414	Can this screen be scrolled?	Yes	yes/no
org.zotero.zotero	Zotero	1707127414	What is the title of this screen?	2106.13884.pdf	string
org.zotero.zotero	Zotero	1707127414	How many tabs are available are on the screen?	2	number
org.zotero.zotero	Zotero	1707127355	How many documents are listed in the 'Representation Learning' folder?	5	number
us.zoom.xos	us.zoom.xos	1707156708	Where to click to start searching?	[(404, 24), (674, 80)]	coordinates
us.zoom.xos	us.zoom.xos	1707156708	I want to start a meeting, where should I click?	[(40, 256), (160, 376)]	coordinates
us.zoom.xos	us.zoom.xos	1707156708	What time is displayed on the screen?	19:11	string
